Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
24/11/2020,Hackney,E09000012,-59,-10,41,-55,-56,22
24/11/2020,Hammersmith and Fulham,E09000013,-67,-25,6,-56,-61,23
24/11/2020,Haringey,E09000014,-47,-13,36,-51,-55,20
24/11/2020,Harrow,E09000015,-45,-8,67,-44,-40,18
24/11/2020,Havering,E09000016,-48,-6,-1,-44,-44,17
24/11/2020,Hillingdon,E09000017,-44,-7,55,-69,-41,17
24/11/2020,Hounslow,E09000018,-40,-11,43,-45,-43,17
24/11/2020,Islington,E09000019,-71,-24,24,-68,-64,27
24/11/2020,Lambeth,E09000022,-60,-14,16,-64,-54,24
24/11/2020,Lewisham,E09000023,-41,-2,51,-48,-53,21
24/11/2020,Merton,E09000024,-52,-14,26,-50,-52,21
24/11/2020,Newham,E09000025,-52,-11,135,-50,-47,17
24/11/2020,Redbridge,E09000026,-39,-4,9,-47,-48,17
24/11/2020,Richmond upon Thames,E09000027,-53,-5,36,-55,-59,23
24/11/2020,Southwark,E09000028,-60,-16,-13,-61,-57,23
24/11/2020,Sutton,E09000029,-44,-10,50,-52,-50,19
24/11/2020,Tower Hamlets,E09000030,-62,-20,-25,-67,-64,26
24/11/2020,Waltham Forest,E09000031,-38,-6,28,-50,-51,19
24/11/2020,Wandsworth,E09000032,-55,-12,35,-54,-58,26
24/11/2020,Greenwich,E09000011,-49,-9,14,-44,-53,20
24/11/2020,Kensington and Chelsea,E09000020,-69,-8,-2,-62,-58,22
24/11/2020,Kingston upon Thames,E09000021,-58,-15,NA,-47,-52,21
25/11/2020,City of London,E09000001,-90,-75,-84,-79,-67,NA
25/11/2020,Westminster,E09000033,-85,-50,-61,-74,-62,25
25/11/2020,Barking and Dagenham,E09000002,-36,-1,13,-40,-35,14
25/11/2020,Barnet,E09000003,-45,-14,18,-48,-47,20
25/11/2020,Bexley,E09000004,-45,-7,17,-50,-46,19
25/11/2020,Brent,E09000005,-47,-6,40,-45,-44,18
25/11/2020,Bromley,E09000006,-48,-12,7,-52,-50,22
25/11/2020,Camden,E09000007,-80,-42,-11,-72,-60,25
25/11/2020,Croydon,E09000008,-51,-8,20,-52,-41,19
25/11/2020,Ealing,E09000009,-40,-14,23,-49,-45,19
25/11/2020,Enfield,E09000010,-41,-8,0,-45,-40,17
25/11/2020,Hackney,E09000012,-60,-11,28,-56,-55,23
25/11/2020,Hammersmith and Fulham,E09000013,-67,-28,2,-58,-60,25
25/11/2020,Haringey,E09000014,-50,-15,13,-54,-53,21
25/11/2020,Harrow,E09000015,-49,-9,29,-45,-41,18
25/11/2020,Havering,E09000016,-47,-12,-8,-45,-43,18
25/11/2020,Hillingdon,E09000017,-45,-10,33,-69,-40,18
25/11/2020,Hounslow,E09000018,-42,-11,18,-43,-41,17
25/11/2020,Islington,E09000019,-73,-23,14,-67,-64,28
25/11/2020,Lambeth,E09000022,-61,-14,-7,-66,-54,25
25/11/2020,Lewisham,E09000023,-44,-2,36,-50,-51,22
25/11/2020,Merton,E09000024,-53,-16,7,-53,-51,21
25/11/2020,Newham,E09000025,-57,-15,115,-51,-45,18
25/11/2020,Redbridge,E09000026,-43,-12,-4,-48,-45,18
25/11/2020,Richmond upon Thames,E09000027,-54,-14,13,-56,-58,24
25/11/2020,Southwark,E09000028,-62,-19,-24,-61,-56,24
25/11/2020,Sutton,E09000029,-44,-7,22,-55,-49,19
25/11/2020,Tower Hamlets,E09000030,-63,-23,-32,-65,-63,26
25/11/2020,Waltham Forest,E09000031,-38,-3,5,-51,-47,19
25/11/2020,Wandsworth,E09000032,-56,-14,19,-55,-57,27
25/11/2020,Greenwich,E09000011,-52,-10,-5,-44,-50,20
25/11/2020,Kensington and Chelsea,E09000020,-70,-15,-13,-61,-57,23
25/11/2020,Kingston upon Thames,E09000021,-59,-20,NA,-47,-52,22
26/11/2020,City of London,E09000001,-91,-75,-87,-80,-68,NA
26/11/2020,Westminster,E09000033,-85,-49,-54,-74,-62,24
26/11/2020,Barking and Dagenham,E09000002,-33,-2,40,-34,-35,13
26/11/2020,Barnet,E09000003,-44,-11,51,-49,-47,20
26/11/2020,Bexley,E09000004,-46,-2,23,-50,-45,18
26/11/2020,Brent,E09000005,-45,-4,72,-44,-44,17
26/11/2020,Bromley,E09000006,-46,-9,18,-53,-51,21
26/11/2020,Camden,E09000007,-80,-38,-10,-73,-61,25
26/11/2020,Croydon,E09000008,-50,-1,40,-52,-42,19
26/11/2020,Ealing,E09000009,-41,-6,46,-50,-45,19
26/11/2020,Enfield,E09000010,-39,-3,23,-44,-41,16
26/11/2020,Hackney,E09000012,-60,-6,34,-54,-55,22
26/11/2020,Hammersmith and Fulham,E09000013,-67,-23,13,-57,-60,24
26/11/2020,Haringey,E09000014,-47,-12,33,-51,-52,20
26/11/2020,Harrow,E09000015,-48,-9,53,-48,-41,18
26/11/2020,Havering,E09000016,-48,-4,2,-45,-43,18
26/11/2020,Hillingdon,E09000017,-44,-2,63,-69,-42,18
26/11/2020,Hounslow,E09000018,-40,-8,38,-45,-43,17
26/11/2020,Islington,E09000019,-73,-18,24,-68,-64,28
26/11/2020,Lambeth,E09000022,-62,-13,3,-64,-55,24
26/11/2020,Lewisham,E09000023,-44,1,51,-50,-55,22
26/11/2020,Merton,E09000024,-52,-12,8,-53,-51,21
26/11/2020,Newham,E09000025,-56,-12,125,-54,-46,17
26/11/2020,Redbridge,E09000026,-38,-13,7,-51,-46,17
26/11/2020,Richmond upon Thames,E09000027,-48,-8,51,-53,-58,23
26/11/2020,Southwark,E09000028,-62,-17,-19,-63,-54,24
26/11/2020,Sutton,E09000029,-42,-7,39,-55,-49,19
26/11/2020,Tower Hamlets,E09000030,-64,-22,-28,-67,-63,26
26/11/2020,Waltham Forest,E09000031,-36,-1,30,-50,-49,19
26/11/2020,Wandsworth,E09000032,-55,-10,24,-54,-57,27
26/11/2020,Greenwich,E09000011,-49,-5,5,-47,-53,20
26/11/2020,Kensington and Chelsea,E09000020,-71,-8,-11,-61,-57,23
26/11/2020,Kingston upon Thames,E09000021,-59,-16,NA,-48,-52,22
27/11/2020,City of London,E09000001,-91,-74,-87,-79,-67,NA
27/11/2020,Westminster,E09000033,-85,-49,-62,-74,-61,25
27/11/2020,Barking and Dagenham,E09000002,-38,4,20,-35,-34,14
27/11/2020,Barnet,E09000003,-46,-11,36,-49,-47,20
27/11/2020,Bexley,E09000004,-46,1,32,-48,-45,18
27/11/2020,Brent,E09000005,-48,-2,51,-42,-44,18
27/11/2020,Bromley,E09000006,-49,-2,16,-48,-51,21
27/11/2020,Camden,E09000007,-80,-36,-12,-72,-60,26
27/11/2020,Croydon,E09000008,-52,1,31,-50,-42,18
27/11/2020,Ealing,E09000009,-41,-8,21,-50,-44,19
27/11/2020,Enfield,E09000010,-39,-2,-10,-43,-39,17
27/11/2020,Hackney,E09000012,-63,-2,24,-53,-54,22
27/11/2020,Hammersmith and Fulham,E09000013,-68,-23,2,-57,-58,25
27/11/2020,Haringey,E09000014,-47,-9,21,-51,-52,21
27/11/2020,Harrow,E09000015,-50,-2,44,-46,-42,18
27/11/2020,Havering,E09000016,-48,-6,-4,-43,-44,18
27/11/2020,Hillingdon,E09000017,-46,-2,39,-68,-41,18
27/11/2020,Hounslow,E09000018,-38,-6,27,-43,-44,17
27/11/2020,Islington,E09000019,-74,-16,19,-66,-63,28
27/11/2020,Lambeth,E09000022,-62,-6,-3,-62,-55,25
27/11/2020,Lewisham,E09000023,-42,3,45,-47,-53,23
27/11/2020,Merton,E09000024,-52,-2,4,-49,-49,21
27/11/2020,Newham,E09000025,-54,-10,113,-48,-45,18
27/11/2020,Redbridge,E09000026,-39,-8,-6,-48,-46,18
27/11/2020,Richmond upon Thames,E09000027,-53,-6,31,-54,-57,23
27/11/2020,Southwark,E09000028,-62,-11,-23,-59,-54,24
27/11/2020,Sutton,E09000029,-43,-6,29,-52,-48,19
27/11/2020,Tower Hamlets,E09000030,-63,-17,-36,-66,-62,26
27/11/2020,Waltham Forest,E09000031,-39,-1,16,-51,-48,20
27/11/2020,Wandsworth,E09000032,-56,-5,26,-51,-55,26
27/11/2020,Greenwich,E09000011,-52,-4,-1,-43,-50,20
27/11/2020,Kensington and Chelsea,E09000020,-73,-13,-17,-61,-56,23
27/11/2020,Kingston upon Thames,E09000021,-57,-11,68,-47,-50,22
28/11/2020,City of London,E09000001,-87,-58,-78,-71,NA,NA
28/11/2020,Westminster,E09000033,-83,-47,-52,-72,-40,15
28/11/2020,Barking and Dagenham,E09000002,-42,-5,14,-36,-25,11
28/11/2020,Barnet,E09000003,-53,-14,24,-49,-33,13
28/11/2020,Bexley,E09000004,-52,-6,23,-52,-24,12
28/11/2020,Brent,E09000005,-56,-7,41,-46,-33,12
28/11/2020,Bromley,E09000006,-54,-8,10,-49,-24,13
28/11/2020,Camden,E09000007,-79,-38,-10,-72,-31,15
28/11/2020,Croydon,E09000008,-58,-4,50,-54,-24,12
28/11/2020,Ealing,E09000009,-48,-11,34,-50,-31,13
28/11/2020,Enfield,E09000010,-46,-9,-4,-46,-25,12
28/11/2020,Hackney,E09000012,-66,-6,28,-55,-34,13
28/11/2020,Hammersmith and Fulham,E09000013,-76,-27,17,-62,-39,15
28/11/2020,Haringey,E09000014,-54,-16,17,-52,-42,13
28/11/2020,Harrow,E09000015,-55,-8,53,-45,-21,12
28/11/2020,Havering,E09000016,-56,-13,7,-43,-27,13
28/11/2020,Hillingdon,E09000017,-50,-9,56,-70,-23,12
28/11/2020,Hounslow,E09000018,-45,-4,10,-45,-28,12
28/11/2020,Islington,E09000019,-73,-6,37,-61,-29,14
28/11/2020,Lambeth,E09000022,-62,-7,-15,-57,-30,14
28/11/2020,Lewisham,E09000023,-49,-4,34,-48,-33,14
28/11/2020,Merton,E09000024,-55,-11,14,-53,-31,13
28/11/2020,Newham,E09000025,-62,-16,69,-50,-31,12
28/11/2020,Redbridge,E09000026,-44,-11,-14,-49,-27,12
28/11/2020,Richmond upon Thames,E09000027,-55,-6,16,-51,-36,15
28/11/2020,Southwark,E09000028,-62,-14,-15,-56,-33,13
28/11/2020,Sutton,E09000029,-48,-9,24,-55,-31,13
28/11/2020,Tower Hamlets,E09000030,-59,-20,-29,-63,-35,14
28/11/2020,Waltham Forest,E09000031,-45,-1,6,-51,-33,13
28/11/2020,Wandsworth,E09000032,-60,-8,30,-54,-30,15
28/11/2020,Greenwich,E09000011,-60,-8,-17,-45,-33,13
28/11/2020,Kensington and Chelsea,E09000020,-77,-12,-25,-69,-35,14
28/11/2020,Kingston upon Thames,E09000021,-64,-15,47,-50,-28,14
29/11/2020,City of London,E09000001,-85,-66,-79,-72,NA,NA
29/11/2020,Westminster,E09000033,-80,-47,-55,-74,-42,12
29/11/2020,Barking and Dagenham,E09000002,-45,-11,13,-40,-30,9
29/11/2020,Barnet,E09000003,-56,-20,31,-51,-34,11
29/11/2020,Bexley,E09000004,-55,-13,3,-45,-29,10
29/11/2020,Brent,E09000005,-58,-9,35,-48,-35,10
29/11/2020,Bromley,E09000006,-56,-16,14,-49,-27,11
29/11/2020,Camden,E09000007,-77,-41,1,-74,-36,12
29/11/2020,Croydon,E09000008,-61,-13,30,-56,-25,10
29/11/2020,Ealing,E09000009,-51,-12,20,-53,-34,11
29/11/2020,Enfield,E09000010,-51,-13,-5,-43,-29,10
29/11/2020,Hackney,E09000012,-64,-16,16,-56,-31,11
29/11/2020,Hammersmith and Fulham,E09000013,-74,-33,19,-64,-40,12
29/11/2020,Haringey,E09000014,-58,-24,9,-53,-43,11
29/11/2020,Harrow,E09000015,-56,-15,38,-43,-21,10
29/11/2020,Havering,E09000016,-57,-16,20,-43,-27,10
29/11/2020,Hillingdon,E09000017,-51,-15,50,-70,-28,10
29/11/2020,Hounslow,E09000018,-47,-20,10,-48,-32,10
29/11/2020,Islington,E09000019,-72,-16,37,-66,-31,12
29/11/2020,Lambeth,E09000022,-64,-17,-7,-61,-32,12
29/11/2020,Lewisham,E09000023,-53,-12,36,-51,-33,11
29/11/2020,Merton,E09000024,-58,-20,18,-55,-32,10
29/11/2020,Newham,E09000025,-61,-22,76,-48,-32,10
29/11/2020,Redbridge,E09000026,-49,-15,-6,-50,-29,10
29/11/2020,Richmond upon Thames,E09000027,-55,-13,29,-55,-42,11
29/11/2020,Southwark,E09000028,-62,-17,-6,-59,-36,11
29/11/2020,Sutton,E09000029,-49,-15,26,-55,-35,10
29/11/2020,Tower Hamlets,E09000030,-61,-35,-22,-64,-35,12
29/11/2020,Waltham Forest,E09000031,-47,-6,30,-51,-38,10
29/11/2020,Wandsworth,E09000032,-60,-26,31,-57,-29,12
29/11/2020,Greenwich,E09000011,-62,-15,-2,-49,-36,11
29/11/2020,Kensington and Chelsea,E09000020,-79,-16,-11,-69,-36,12
29/11/2020,Kingston upon Thames,E09000021,-65,-20,63,-43,-36,11
30/11/2020,City of London,E09000001,-89,-75,-87,-80,-64,NA
30/11/2020,Westminster,E09000033,-81,-47,-56,-73,-62,23
30/11/2020,Barking and Dagenham,E09000002,-31,-5,13,-37,-36,13
30/11/2020,Barnet,E09000003,-43,-13,21,-48,-47,19
30/11/2020,Bexley,E09000004,-39,-4,6,-48,-45,17
30/11/2020,Brent,E09000005,-43,-6,59,-44,-43,16
30/11/2020,Bromley,E09000006,-43,-7,2,-50,-50,20
30/11/2020,Camden,E09000007,-77,-42,-6,-71,-61,24
30/11/2020,Croydon,E09000008,-46,-5,31,-48,-40,17
30/11/2020,Ealing,E09000009,-37,-10,25,-45,-43,17
30/11/2020,Enfield,E09000010,-34,-7,-2,-42,-40,15
30/11/2020,Hackney,E09000012,-55,-12,31,-55,-54,21
30/11/2020,Hammersmith and Fulham,E09000013,-64,-28,2,-54,-58,23
30/11/2020,Haringey,E09000014,-45,-17,12,-50,-51,19
30/11/2020,Harrow,E09000015,-41,-8,34,-46,-41,17
30/11/2020,Havering,E09000016,-41,-8,-11,-43,-42,16
30/11/2020,Hillingdon,E09000017,-40,-5,34,-69,-40,16
30/11/2020,Hounslow,E09000018,-35,-7,18,-43,-43,16
30/11/2020,Islington,E09000019,-70,-24,6,-64,-64,26
30/11/2020,Lambeth,E09000022,-56,-17,-3,-62,-52,22
30/11/2020,Lewisham,E09000023,-39,-6,31,-49,-52,20
30/11/2020,Merton,E09000024,-51,-11,4,-48,-50,19
30/11/2020,Newham,E09000025,-50,-13,116,-45,-46,16
30/11/2020,Redbridge,E09000026,-37,-11,-13,-49,-46,17
30/11/2020,Richmond upon Thames,E09000027,-51,-10,12,-54,-58,22
30/11/2020,Southwark,E09000028,-57,-17,-18,-61,-55,22
30/11/2020,Sutton,E09000029,-37,-5,37,-54,-49,18
30/11/2020,Tower Hamlets,E09000030,-59,-22,-30,-65,-62,24
30/11/2020,Waltham Forest,E09000031,-32,-2,19,-47,-48,17
30/11/2020,Wandsworth,E09000032,-53,-14,18,-54,-57,24
30/11/2020,Greenwich,E09000011,-45,-9,-8,-43,-51,19
30/11/2020,Kensington and Chelsea,E09000020,-69,-12,-16,-60,-56,21
30/11/2020,Kingston upon Thames,E09000021,-55,-16,NA,-49,-51,21
01/12/2020,City of London,E09000001,-89,-72,-84,-79,-66,NA
01/12/2020,Westminster,E09000033,-81,-44,-50,-71,-60,23
01/12/2020,Barking and Dagenham,E09000002,-34,-8,22,-34,-35,13
01/12/2020,Barnet,E09000003,-41,-12,52,-47,-46,19
01/12/2020,Bexley,E09000004,-40,-2,32,-50,-45,17
01/12/2020,Brent,E09000005,-43,-4,67,-42,-41,15
01/12/2020,Bromley,E09000006,-43,-3,13,-50,-49,20
01/12/2020,Camden,E09000007,-77,-36,-5,-71,-60,24
01/12/2020,Croydon,E09000008,-46,0,41,-51,-41,17
01/12/2020,Ealing,E09000009,-37,-10,44,-47,-42,17
01/12/2020,Enfield,E09000010,-37,-7,8,-42,-38,15
01/12/2020,Hackney,E09000012,-56,-8,38,-53,-53,21
01/12/2020,Hammersmith and Fulham,E09000013,-64,-23,4,-53,-57,22
01/12/2020,Haringey,E09000014,-43,-10,35,-49,-51,19
01/12/2020,Harrow,E09000015,-43,-7,52,-44,-38,17
01/12/2020,Havering,E09000016,-44,-5,-2,-43,-42,16
01/12/2020,Hillingdon,E09000017,-40,-4,50,-67,-39,16
01/12/2020,Hounslow,E09000018,-36,-7,44,-44,-41,16
01/12/2020,Islington,E09000019,-70,-20,26,-67,-63,26
01/12/2020,Lambeth,E09000022,-58,-12,5,-62,-51,23
01/12/2020,Lewisham,E09000023,-40,1,57,-47,-51,20
01/12/2020,Merton,E09000024,-50,-12,20,-47,-49,20
01/12/2020,Newham,E09000025,-50,-12,119,-46,-44,16
01/12/2020,Redbridge,E09000026,-36,-3,3,-48,-45,16
01/12/2020,Richmond upon Thames,E09000027,-49,-5,38,-53,-57,22
01/12/2020,Southwark,E09000028,-58,-14,-15,-60,-54,22
01/12/2020,Sutton,E09000029,-39,-6,48,-53,-48,18
01/12/2020,Tower Hamlets,E09000030,-62,-18,-26,-64,-61,24
01/12/2020,Waltham Forest,E09000031,-37,-3,22,-48,-48,18
01/12/2020,Wandsworth,E09000032,-51,-10,30,-52,-56,25
01/12/2020,Greenwich,E09000011,-46,-7,4,-44,-50,19
01/12/2020,Kensington and Chelsea,E09000020,-67,-8,-6,-58,-56,21
01/12/2020,Kingston upon Thames,E09000021,-54,-16,NA,-49,-51,21
02/12/2020,City of London,E09000001,-85,-64,-83,-76,-61,NA
02/12/2020,Westminster,E09000033,-69,-31,-55,-67,-55,19
02/12/2020,Barking and Dagenham,E09000002,-20,-2,8,-34,-30,11
02/12/2020,Barnet,E09000003,-17,-8,13,-41,-41,16
02/12/2020,Bexley,E09000004,-20,-2,22,-44,-40,15
02/12/2020,Brent,E09000005,-21,-5,40,-36,-38,13
02/12/2020,Bromley,E09000006,-15,1,11,-45,-44,18
02/12/2020,Camden,E09000007,-68,-35,-14,-66,-54,21
02/12/2020,Croydon,E09000008,-19,-4,21,-47,-34,15
02/12/2020,Ealing,E09000009,-18,-8,16,-43,-39,15
02/12/2020,Enfield,E09000010,-21,-8,-9,-38,-33,13
02/12/2020,Hackney,E09000012,-40,-5,25,-48,-48,18
02/12/2020,Hammersmith and Fulham,E09000013,-42,-22,2,-49,-52,19
02/12/2020,Haringey,E09000014,-25,-13,3,-49,-44,16
02/12/2020,Harrow,E09000015,-20,-2,24,-40,-36,15
02/12/2020,Havering,E09000016,-19,-2,-8,-37,-37,14
02/12/2020,Hillingdon,E09000017,-22,-8,37,-65,-33,14
02/12/2020,Hounslow,E09000018,-21,-10,12,-40,-34,14
02/12/2020,Islington,E09000019,-60,-24,14,-63,-58,23
02/12/2020,Lambeth,E09000022,-44,-13,-6,-62,-47,20
02/12/2020,Lewisham,E09000023,-18,2,31,-43,-45,18
02/12/2020,Merton,E09000024,-33,-14,4,-45,-44,17
02/12/2020,Newham,E09000025,-35,-12,108,-43,-37,14
02/12/2020,Redbridge,E09000026,-22,-8,-10,-43,-40,14
02/12/2020,Richmond upon Thames,E09000027,-36,-5,7,-52,-51,20
02/12/2020,Southwark,E09000028,-48,-16,-24,-56,-49,19
02/12/2020,Sutton,E09000029,-10,-1,31,-49,-43,16
02/12/2020,Tower Hamlets,E09000030,-57,-21,-36,-60,-54,22
02/12/2020,Waltham Forest,E09000031,-15,-1,6,-46,-40,15
02/12/2020,Wandsworth,E09000032,-29,-11,13,-49,-49,22
02/12/2020,Greenwich,E09000011,-23,-2,-12,-40,-44,16
02/12/2020,Kensington and Chelsea,E09000020,-57,-10,-16,-56,-48,18
02/12/2020,Kingston upon Thames,E09000021,-26,-10,NA,-44,-44,18
