LSOA Code,Major Category,April_c,Aug_c,March_c,May_c,Nov_c
E01001303,Drug Offences,0,-1,0,0,0
E01001303,Miscellaneous Crimes Against Society,0,0,1,0,0
E01001303,Possession of Weapons,0,-1,0,0,1
E01001303,Public Order Offences,1,-1,-1,0,-1
E01001303,Robbery,0,0,1,1,0
E01001303,Theft,-3,-3,0,-3,-1
E01001303,Vehicle Offences,1,3,4,-2,-1
E01001303,Violence Against the Person,-1,-2,-1,-5,-1
E01001304,Arson and Criminal Damage,1,-1,1,-2,0
E01001304,Burglary,1,-3,1,-2,2
E01001304,Drug Offences,0,0,0,0,0
E01001304,Possession of Weapons,0,0,0,0,0
E01001304,Public Order Offences,0,1,0,0,0
E01001304,Robbery,0,0,0,1,0
E01001304,Theft,2,-2,1,2,1
E01001304,Vehicle Offences,-1,-3,3,-2,0
E01001304,Violence Against the Person,-2,0,-4,0,2
E01001305,Arson and Criminal Damage,-1,1,0,1,1
E01001305,Burglary,-5,-2,-3,-2,0
E01001305,Drug Offences,1,0,0,-1,0
E01001305,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001305,Possession of Weapons,0,0,0,0,0
E01001305,Public Order Offences,1,0,1,0,2
E01001305,Robbery,0,-1,0,-1,1
E01001305,Theft,0,0,0,0,0
E01001305,Vehicle Offences,-1,-1,0,-1,-3
E01001305,Violence Against the Person,4,1,2,0,0
E01001306,Arson and Criminal Damage,-3,1,0,0,-2
E01001306,Burglary,-2,-3,-4,0,-1
E01001306,Drug Offences,0,0,0,0,0
E01001306,Possession of Weapons,0,0,0,0,0
E01001306,Public Order Offences,0,0,0,0,1
E01001306,Robbery,0,0,0,0,0
E01001306,Theft,0,-3,0,0,0
E01001306,Vehicle Offences,3,-4,1,-1,-1
E01001306,Violence Against the Person,0,0,0,-1,-1
E01001307,Arson and Criminal Damage,-3,1,-1,1,0
E01001307,Burglary,-2,-9,-2,-2,-1
E01001307,Drug Offences,0,0,-1,2,0
E01001307,Possession of Weapons,0,0,0,0,0
E01001307,Public Order Offences,-4,0,3,0,-1
E01001307,Robbery,-1,0,0,0,0
E01001307,Theft,-4,-1,1,0,-1
E01001307,Vehicle Offences,3,-1,3,-2,0
E01001307,Violence Against the Person,0,-2,3,-3,-1
E01001308,Arson and Criminal Damage,1,-1,0,0,2
E01001308,Burglary,-1,2,0,-1,0
E01001308,Drug Offences,1,-1,0,2,-1
E01001308,Miscellaneous Crimes Against Society,0,0,0,0,2
E01001308,Public Order Offences,-1,2,0,2,0
E01001308,Robbery,0,0,0,0,0
E01001308,Theft,0,1,-1,-1,0
E01001308,Vehicle Offences,-1,0,-2,1,0
E01001308,Violence Against the Person,1,-1,0,1,-3
E01001309,Arson and Criminal Damage,2,1,-1,1,1
E01001309,Burglary,-1,0,-4,1,4
E01001309,Drug Offences,1,-1,0,-1,0
E01001309,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001309,Public Order Offences,0,0,0,1,0
E01001309,Robbery,1,0,0,0,0
E01001309,Theft,2,0,-1,0,0
E01001309,Vehicle Offences,-2,-1,-1,-2,-2
E01001309,Violence Against the Person,-2,2,4,0,1
E01001310,Arson and Criminal Damage,0,0,0,0,1
E01001310,Burglary,1,-1,2,0,-1
E01001310,Drug Offences,0,0,1,-1,0
E01001310,Miscellaneous Crimes Against Society,0,0,0,-1,0
E01001310,Possession of Weapons,0,0,0,0,0
E01001310,Public Order Offences,0,0,0,2,0
E01001310,Robbery,0,0,0,0,0
E01001310,Theft,4,-3,-5,1,-1
E01001310,Vehicle Offences,2,-2,-1,-2,-5
E01001310,Violence Against the Person,1,1,-4,2,1
E01001311,Arson and Criminal Damage,0,2,1,0,0
E01001311,Burglary,-1,0,0,0,2
E01001311,Drug Offences,2,1,0,3,-1
E01001311,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01001311,Possession of Weapons,0,0,0,0,1
E01001311,Public Order Offences,0,1,0,0,1
E01001311,Robbery,0,0,-1,0,2
E01001311,Theft,0,4,-1,0,1
E01001311,Vehicle Offences,0,-3,2,-2,1
E01001311,Violence Against the Person,3,1,1,6,-8
E01001312,Arson and Criminal Damage,-2,0,4,-2,-1
E01001312,Burglary,-3,-2,-4,-4,0
E01001312,Drug Offences,0,0,0,-1,0
E01001312,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01001312,Possession of Weapons,0,0,0,0,1
E01001312,Public Order Offences,0,0,0,0,0
E01001312,Robbery,-1,-1,-4,-1,0
E01001312,Theft,-2,-1,-4,1,0
E01001312,Vehicle Offences,2,0,-1,0,0
E01001312,Violence Against the Person,1,-2,1,1,-1
E01001313,Arson and Criminal Damage,-1,1,-2,2,1
E01001313,Burglary,-4,1,0,-2,-2
E01001313,Drug Offences,0,-1,0,1,1
E01001313,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001313,Public Order Offences,0,0,0,0,0
E01001313,Robbery,0,0,-1,0,0
E01001313,Theft,0,0,-1,1,0
E01001313,Vehicle Offences,3,1,1,2,-3
E01001313,Violence Against the Person,-2,2,2,-2,-1
E01001314,Arson and Criminal Damage,-1,1,0,-1,1
E01001314,Burglary,0,0,-1,-1,-1
E01001314,Drug Offences,0,1,1,1,2
E01001314,Public Order Offences,0,0,0,1,0
E01001314,Robbery,0,0,-1,0,0
E01001314,Theft,-4,1,2,0,-1
E01001314,Vehicle Offences,0,3,-1,-1,0
E01001314,Violence Against the Person,2,-1,-1,-2,-1
E01001315,Arson and Criminal Damage,-2,0,-1,1,1
E01001315,Burglary,0,0,-1,0,0
E01001315,Drug Offences,0,0,0,0,0
E01001315,Possession of Weapons,0,0,0,0,0
E01001315,Public Order Offences,0,-1,0,-1,0
E01001315,Robbery,0,0,1,0,-1
E01001315,Theft,0,0,0,1,0
E01001315,Vehicle Offences,0,2,-1,0,-1
E01001315,Violence Against the Person,2,0,1,-2,5
E01001316,Arson and Criminal Damage,-1,-1,-4,-1,0
E01001316,Burglary,-1,0,0,-2,0
E01001316,Drug Offences,1,0,0,-2,2
E01001316,Miscellaneous Crimes Against Society,-1,0,1,3,0
E01001316,Possession of Weapons,0,0,0,0,-1
E01001316,Public Order Offences,-2,0,0,1,-3
E01001316,Robbery,0,0,-1,0,-1
E01001316,Theft,0,-1,-3,0,0
E01001316,Vehicle Offences,-1,-2,-1,4,2
E01001316,Violence Against the Person,-2,4,2,3,2
E01001317,Arson and Criminal Damage,0,-1,-1,1,-2
E01001317,Burglary,-2,0,-2,-1,4
E01001317,Drug Offences,1,1,4,2,1
E01001317,Miscellaneous Crimes Against Society,0,1,0,0,-1
E01001317,Possession of Weapons,-1,1,0,-1,0
E01001317,Public Order Offences,0,0,-1,2,1
E01001317,Robbery,0,0,-2,0,-1
E01001317,Theft,0,0,-2,0,1
E01001317,Vehicle Offences,0,-1,0,0,1
E01001317,Violence Against the Person,-4,2,2,4,0
E01001318,Arson and Criminal Damage,0,-1,-1,2,-3
E01001318,Burglary,-1,0,-1,0,-2
E01001318,Drug Offences,0,0,-1,-2,2
E01001318,Miscellaneous Crimes Against Society,0,-1,1,0,1
E01001318,Possession of Weapons,1,0,-1,-1,0
E01001318,Public Order Offences,-1,-2,-2,-2,1
E01001318,Robbery,0,0,2,0,0
E01001318,Theft,-3,-2,0,-4,-1
E01001318,Vehicle Offences,0,-2,-2,-1,-4
E01001318,Violence Against the Person,3,-10,2,-2,-2
E01001319,Arson and Criminal Damage,1,0,1,1,0
E01001319,Burglary,0,-1,0,0,0
E01001319,Drug Offences,0,0,0,0,0
E01001319,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001319,Public Order Offences,-1,0,0,1,0
E01001319,Robbery,0,0,-1,0,0
E01001319,Theft,0,-1,0,0,0
E01001319,Vehicle Offences,-2,-1,1,1,0
E01001319,Violence Against the Person,-2,0,2,6,-1
E01001320,Arson and Criminal Damage,1,-1,0,2,0
E01001320,Burglary,0,0,-1,0,0
E01001320,Drug Offences,4,1,1,3,-1
E01001320,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01001320,Possession of Weapons,0,-1,0,0,0
E01001320,Public Order Offences,0,3,0,-1,-2
E01001320,Robbery,0,-1,0,0,0
E01001320,Theft,0,0,1,0,-1
E01001320,Vehicle Offences,2,0,0,-1,-3
E01001320,Violence Against the Person,0,4,3,1,2
E01001321,Arson and Criminal Damage,-1,-1,1,-3,2
E01001321,Burglary,-2,-2,0,0,3
E01001321,Drug Offences,2,-1,0,0,3
E01001321,Miscellaneous Crimes Against Society,0,1,0,-1,0
E01001321,Possession of Weapons,1,0,-2,0,0
E01001321,Public Order Offences,2,-2,0,-1,-1
E01001321,Robbery,0,3,0,0,0
E01001321,Theft,-1,-2,0,3,-3
E01001321,Vehicle Offences,0,-1,-1,-1,3
E01001321,Violence Against the Person,4,9,-3,-2,-4
E01001322,Arson and Criminal Damage,0,0,0,-1,-1
E01001322,Burglary,3,-1,-4,-2,0
E01001322,Drug Offences,1,1,0,3,4
E01001322,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01001322,Possession of Weapons,0,0,0,0,1
E01001322,Public Order Offences,0,-1,0,0,-2
E01001322,Robbery,-2,0,-2,0,0
E01001322,Theft,-3,-1,0,-3,-3
E01001322,Vehicle Offences,2,1,-1,-1,-1
E01001322,Violence Against the Person,-7,4,-3,3,2
E01001323,Arson and Criminal Damage,-1,-1,1,0,-4
E01001323,Burglary,-1,1,-4,-1,-3
E01001323,Drug Offences,5,-1,2,-2,3
E01001323,Miscellaneous Crimes Against Society,1,1,0,0,1
E01001323,Possession of Weapons,0,1,0,1,-1
E01001323,Public Order Offences,-3,-1,3,2,-1
E01001323,Robbery,0,-2,0,-2,1
E01001323,Theft,2,-1,-5,-5,-3
E01001323,Vehicle Offences,3,0,1,4,1
E01001323,Violence Against the Person,-2,3,2,2,-1
E01001324,Arson and Criminal Damage,0,0,0,0,3
E01001324,Burglary,0,1,-1,0,-3
E01001324,Drug Offences,2,0,0,1,4
E01001324,Miscellaneous Crimes Against Society,-1,0,0,0,0
E01001324,Public Order Offences,1,-2,0,0,1
E01001324,Robbery,0,0,0,0,0
E01001324,Theft,0,0,-1,-1,-1
E01001324,Vehicle Offences,-2,-3,2,-1,0
E01001324,Violence Against the Person,3,1,-3,1,-1
E01001325,Arson and Criminal Damage,1,0,1,0,-1
E01001325,Burglary,-2,-1,3,-2,1
E01001325,Drug Offences,-1,1,0,0,0
E01001325,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001325,Public Order Offences,-1,-1,2,-1,-2
E01001325,Robbery,-1,-1,0,0,-1
E01001325,Theft,0,0,0,-2,2
E01001325,Vehicle Offences,-3,-1,-2,-1,-4
E01001325,Violence Against the Person,-1,1,5,2,-1
E01001326,Arson and Criminal Damage,1,-2,-1,-2,0
E01001326,Burglary,0,-2,-2,-2,1
E01001326,Drug Offences,4,0,0,3,4
E01001326,Miscellaneous Crimes Against Society,0,0,1,-2,0
E01001326,Possession of Weapons,0,1,0,0,0
E01001326,Public Order Offences,-2,1,2,0,1
E01001326,Robbery,-1,1,0,-1,0
E01001326,Theft,-2,-5,-1,0,0
E01001326,Vehicle Offences,-2,-1,3,-3,3
E01001326,Violence Against the Person,-3,3,-9,3,4
E01001327,Arson and Criminal Damage,-2,1,0,0,0
E01001327,Burglary,0,0,-3,0,0
E01001327,Drug Offences,-4,0,1,2,5
E01001327,Miscellaneous Crimes Against Society,-1,0,1,0,0
E01001327,Possession of Weapons,-1,0,0,0,0
E01001327,Public Order Offences,0,2,-2,1,-2
E01001327,Robbery,0,0,-3,0,0
E01001327,Theft,2,-15,-14,-1,-13
E01001327,Vehicle Offences,-2,-6,-1,-3,0
E01001327,Violence Against the Person,6,5,0,4,1
E01001328,Arson and Criminal Damage,0,0,-1,3,0
E01001328,Burglary,-1,3,0,1,-1
E01001328,Drug Offences,5,2,1,-2,-1
E01001328,Miscellaneous Crimes Against Society,0,0,0,0,1
E01001328,Possession of Weapons,0,2,1,0,0
E01001328,Public Order Offences,4,7,2,3,0
E01001328,Robbery,-1,-1,-1,-1,-1
E01001328,Theft,-4,-9,-7,-7,2
E01001328,Vehicle Offences,-2,0,0,1,-4
E01001328,Violence Against the Person,-1,-1,3,2,2
E01001329,Arson and Criminal Damage,0,0,0,0,1
E01001329,Burglary,-1,-4,1,1,-9
E01001329,Drug Offences,0,0,-1,-2,0
E01001329,Miscellaneous Crimes Against Society,0,0,0,-1,1
E01001329,Possession of Weapons,0,0,0,-1,0
E01001329,Public Order Offences,1,-1,0,0,1
E01001329,Robbery,0,-1,0,1,-1
E01001329,Theft,-2,-1,0,0,1
E01001329,Vehicle Offences,-4,-1,-2,-1,0
E01001329,Violence Against the Person,1,9,-3,2,-3
E01001330,Arson and Criminal Damage,1,2,-2,-1,1
E01001330,Burglary,2,2,3,-1,-1
E01001330,Drug Offences,1,0,1,5,0
E01001330,Miscellaneous Crimes Against Society,0,1,0,2,0
E01001330,Possession of Weapons,0,0,0,-1,1
E01001330,Public Order Offences,1,2,2,-1,1
E01001330,Robbery,1,1,0,0,-2
E01001330,Theft,4,-1,-2,-5,-1
E01001330,Vehicle Offences,0,-4,0,0,-2
E01001330,Violence Against the Person,1,1,7,-1,-1
E01001331,Arson and Criminal Damage,0,2,0,0,-1
E01001331,Burglary,2,0,1,1,1
E01001331,Drug Offences,0,-2,4,3,0
E01001331,Miscellaneous Crimes Against Society,0,0,0,1,0
E01001331,Possession of Weapons,0,0,0,0,0
E01001331,Public Order Offences,-1,0,0,-1,-1
E01001331,Robbery,1,1,1,0,0
E01001331,Theft,1,-1,0,1,0
E01001331,Vehicle Offences,-5,1,1,0,-1
E01001331,Violence Against the Person,5,2,-2,2,4
E01001332,Arson and Criminal Damage,-1,0,0,0,2
E01001332,Burglary,1,2,0,0,0
E01001332,Drug Offences,0,0,-2,0,2
E01001332,Miscellaneous Crimes Against Society,1,1,0,0,0
E01001332,Possession of Weapons,0,0,-1,0,0
E01001332,Public Order Offences,0,1,1,0,0
E01001332,Robbery,1,-1,-1,0,0
E01001332,Theft,-1,0,-1,1,-1
E01001332,Vehicle Offences,-2,-1,1,0,-1
E01001332,Violence Against the Person,-3,3,-1,3,-3
E01001333,Arson and Criminal Damage,0,2,-1,-4,-1
E01001333,Burglary,-1,2,1,-2,2
E01001333,Drug Offences,1,0,0,0,-5
E01001333,Miscellaneous Crimes Against Society,0,-1,-1,0,-2
E01001333,Possession of Weapons,0,0,0,0,-1
E01001333,Public Order Offences,1,3,2,-3,1
E01001333,Robbery,-1,-2,-1,0,0
E01001333,Theft,-1,-3,0,0,-2
E01001333,Vehicle Offences,-2,1,1,3,1
E01001333,Violence Against the Person,-4,6,-2,6,0
E01001334,Arson and Criminal Damage,0,0,-1,1,1
E01001334,Burglary,-1,-1,0,2,2
E01001334,Drug Offences,0,-1,0,1,2
E01001334,Miscellaneous Crimes Against Society,0,1,0,-1,1
E01001334,Possession of Weapons,0,0,0,0,0
E01001334,Public Order Offences,2,0,-2,0,-1
E01001334,Robbery,-1,1,3,0,-1
E01001334,Theft,-1,0,2,1,1
E01001334,Vehicle Offences,-2,1,0,1,4
E01001334,Violence Against the Person,-3,-1,1,4,5
E01001335,Arson and Criminal Damage,-1,-1,-1,0,1
E01001335,Burglary,-1,1,0,-2,-1
E01001335,Drug Offences,4,2,1,2,2
E01001335,Miscellaneous Crimes Against Society,1,2,0,0,0
E01001335,Possession of Weapons,0,0,0,0,0
E01001335,Public Order Offences,-2,0,2,-1,2
E01001335,Robbery,-1,-3,0,0,0
E01001335,Theft,0,0,1,0,0
E01001335,Vehicle Offences,-1,-1,0,1,0
E01001335,Violence Against the Person,5,3,1,1,1
E01001336,Arson and Criminal Damage,-1,1,0,-3,-2
E01001336,Burglary,-1,1,0,-2,2
E01001336,Drug Offences,3,-1,0,2,0
E01001336,Miscellaneous Crimes Against Society,0,2,0,0,0
E01001336,Possession of Weapons,0,0,0,0,1
E01001336,Public Order Offences,0,0,1,-1,1
E01001336,Robbery,0,0,-3,0,1
E01001336,Theft,0,0,0,-2,0
E01001336,Vehicle Offences,0,1,0,1,3
E01001336,Violence Against the Person,-1,1,-3,2,5
E01001337,Arson and Criminal Damage,-6,-1,-3,0,0
E01001337,Burglary,0,0,0,-1,-1
E01001337,Drug Offences,0,0,-1,3,2
E01001337,Miscellaneous Crimes Against Society,0,0,1,0,-1
E01001337,Possession of Weapons,1,-3,0,0,0
E01001337,Public Order Offences,3,-4,-11,0,0
E01001337,Robbery,0,1,-1,-1,0
E01001337,Theft,-1,-1,4,0,-3
E01001337,Vehicle Offences,-3,0,0,1,-2
E01001337,Violence Against the Person,-2,1,-46,2,2
E01001338,Arson and Criminal Damage,0,2,2,1,-1
E01001338,Burglary,0,-2,1,1,-4
E01001338,Drug Offences,-1,0,5,2,-1
E01001338,Miscellaneous Crimes Against Society,-1,0,0,0,0
E01001338,Possession of Weapons,0,0,0,0,0
E01001338,Public Order Offences,-2,0,0,-1,0
E01001338,Robbery,0,0,0,-1,-1
E01001338,Theft,4,-1,-2,-3,1
E01001338,Vehicle Offences,3,-1,2,-1,-2
E01001338,Violence Against the Person,0,4,0,3,-1
E01001339,Arson and Criminal Damage,1,-1,1,-2,0
E01001339,Burglary,1,0,-2,-1,3
E01001339,Drug Offences,3,2,0,3,-2
E01001339,Miscellaneous Crimes Against Society,-1,0,0,0,0
E01001339,Possession of Weapons,0,0,-1,1,0
E01001339,Public Order Offences,0,1,0,2,-1
E01001339,Robbery,0,1,3,0,1
E01001339,Theft,-2,0,3,-1,2
E01001339,Vehicle Offences,-1,-6,-2,-2,3
E01001339,Violence Against the Person,-3,1,1,0,-4
E01001340,Arson and Criminal Damage,0,3,6,0,-8
E01001340,Burglary,-1,-1,-2,2,2
E01001340,Drug Offences,0,0,0,0,1
E01001340,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01001340,Possession of Weapons,0,1,0,0,0
E01001340,Public Order Offences,6,15,25,2,3
E01001340,Robbery,2,0,0,0,0
E01001340,Theft,0,0,2,-1,0
E01001340,Vehicle Offences,-1,-3,-2,0,-5
E01001340,Violence Against the Person,17,11,17,7,-10
E01001341,Arson and Criminal Damage,0,0,1,1,1
E01001341,Burglary,-1,-1,-2,0,-1
E01001341,Drug Offences,1,0,0,0,1
E01001341,Miscellaneous Crimes Against Society,0,0,0,2,0
E01001341,Possession of Weapons,0,0,0,0,-1
E01001341,Public Order Offences,1,2,-2,-2,0
E01001341,Robbery,0,0,0,0,0
E01001341,Theft,1,-1,-1,0,-1
E01001341,Vehicle Offences,0,0,1,-2,-1
E01001341,Violence Against the Person,1,0,-1,1,0
E01001342,Arson and Criminal Damage,-1,0,0,2,0
E01001342,Burglary,1,0,0,0,0
E01001342,Drug Offences,2,0,1,0,2
E01001342,Miscellaneous Crimes Against Society,0,1,1,0,0
E01001342,Possession of Weapons,0,0,1,0,0
E01001342,Public Order Offences,0,0,1,0,1
E01001342,Robbery,0,0,0,0,0
E01001342,Theft,-1,0,-3,0,-1
E01001342,Vehicle Offences,1,1,-1,-2,0
E01001342,Violence Against the Person,0,4,-2,0,0
E01001343,Arson and Criminal Damage,-1,1,0,0,-1
E01001343,Burglary,2,0,0,0,-2
E01001343,Drug Offences,0,0,0,0,0
E01001343,Miscellaneous Crimes Against Society,0,2,0,0,0
E01001343,Possession of Weapons,-1,0,0,0,0
E01001343,Public Order Offences,-1,0,0,2,0
E01001343,Robbery,0,0,-1,0,0
E01001343,Theft,0,0,1,0,1
E01001343,Vehicle Offences,0,1,0,-1,-3
E01001343,Violence Against the Person,0,-1,2,-3,0
E01001344,Arson and Criminal Damage,2,3,0,3,1
E01001344,Burglary,-3,0,5,-1,-5
E01001344,Drug Offences,0,0,1,1,1
E01001344,Miscellaneous Crimes Against Society,-1,-1,0,0,0
E01001344,Possession of Weapons,0,0,0,0,0
E01001344,Public Order Offences,1,-1,1,0,0
E01001344,Robbery,-3,-1,0,-2,0
E01001344,Theft,-1,-2,0,-1,-2
E01001344,Vehicle Offences,1,-5,3,-2,3
E01001344,Violence Against the Person,-2,-1,6,-2,7
E01001345,Arson and Criminal Damage,-1,0,-1,0,0
E01001345,Burglary,0,0,0,-1,0
E01001345,Drug Offences,0,0,0,0,0
E01001345,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001345,Public Order Offences,1,0,0,0,0
E01001345,Robbery,0,1,0,0,2
E01001345,Theft,1,-1,-1,0,0
E01001345,Vehicle Offences,-3,-1,1,0,-3
E01001345,Violence Against the Person,0,-4,3,-1,1
E01001346,Arson and Criminal Damage,1,-1,0,0,1
E01001346,Burglary,-1,1,2,0,-2
E01001346,Drug Offences,0,1,1,1,0
E01001346,Miscellaneous Crimes Against Society,1,0,0,0,1
E01001346,Possession of Weapons,0,1,0,0,0
E01001346,Public Order Offences,0,1,0,0,0
E01001346,Robbery,0,0,1,0,0
E01001346,Theft,1,0,-1,-2,0
E01001346,Vehicle Offences,0,1,1,-1,1
E01001346,Violence Against the Person,-2,1,3,-2,-5
E01001347,Arson and Criminal Damage,0,0,2,0,-2
E01001347,Burglary,1,-2,-4,-1,1
E01001347,Drug Offences,1,0,3,1,1
E01001347,Miscellaneous Crimes Against Society,0,1,0,0,0
E01001347,Possession of Weapons,1,1,1,1,0
E01001347,Public Order Offences,-1,0,0,2,3
E01001347,Robbery,-1,-1,0,0,-1
E01001347,Theft,-10,-1,-1,-3,4
E01001347,Vehicle Offences,-1,2,-3,1,-7
E01001347,Violence Against the Person,1,-4,2,3,2
E01001348,Arson and Criminal Damage,0,1,1,-2,-2
E01001348,Burglary,-4,-1,1,-3,0
E01001348,Drug Offences,0,-2,-1,0,-3
E01001348,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001348,Possession of Weapons,0,0,0,0,-1
E01001348,Public Order Offences,-1,5,2,0,1
E01001348,Robbery,-1,0,-1,-2,0
E01001348,Theft,-7,1,-3,-4,8
E01001348,Vehicle Offences,0,-2,-2,-1,-1
E01001348,Violence Against the Person,0,7,5,-2,-3
E01001349,Arson and Criminal Damage,-2,-1,0,-3,-1
E01001349,Burglary,0,0,0,-1,-2
E01001349,Drug Offences,-1,-1,0,-1,1
E01001349,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001349,Possession of Weapons,0,0,0,0,0
E01001349,Public Order Offences,3,1,0,0,1
E01001349,Robbery,0,0,0,0,-1
E01001349,Theft,0,-2,-1,-3,-2
E01001349,Vehicle Offences,-1,-1,-4,-1,-1
E01001349,Violence Against the Person,-5,-1,1,4,-2
E01001350,Arson and Criminal Damage,0,0,-4,3,2
E01001350,Burglary,-2,0,0,-2,2
E01001350,Drug Offences,3,0,0,0,0
E01001350,Miscellaneous Crimes Against Society,0,0,0,-1,0
E01001350,Possession of Weapons,0,0,0,0,0
E01001350,Public Order Offences,0,1,0,-1,-1
E01001350,Robbery,0,0,-1,0,-1
E01001350,Theft,0,0,0,-1,-2
E01001350,Vehicle Offences,0,4,-8,-4,-5
E01001350,Violence Against the Person,0,0,-1,2,0
E01001351,Arson and Criminal Damage,-2,-3,3,-10,-2
E01001351,Burglary,-1,0,0,-1,-1
E01001351,Drug Offences,5,5,-7,4,-3
E01001351,Miscellaneous Crimes Against Society,-1,1,-1,0,0
E01001351,Possession of Weapons,1,-1,-2,0,-1
E01001351,Public Order Offences,3,0,-4,6,-1
E01001351,Robbery,0,1,-3,0,1
E01001351,Theft,-7,1,-2,-5,4
E01001351,Vehicle Offences,-3,0,-1,-2,2
E01001351,Violence Against the Person,-10,1,-1,-7,0
E01001352,Arson and Criminal Damage,-1,1,0,-2,-3
E01001352,Burglary,-2,1,-1,0,2
E01001352,Drug Offences,1,1,-1,2,1
E01001352,Miscellaneous Crimes Against Society,0,2,1,-1,0
E01001352,Possession of Weapons,0,-1,0,0,0
E01001352,Public Order Offences,0,-1,2,-1,-1
E01001352,Robbery,0,0,-1,-1,-1
E01001352,Theft,-7,0,-7,-1,-5
E01001352,Vehicle Offences,-1,5,1,0,0
E01001352,Violence Against the Person,-2,3,-6,0,-1
E01001353,Arson and Criminal Damage,0,0,1,0,1
E01001353,Burglary,2,0,-2,2,-1
E01001353,Drug Offences,0,0,-1,0,2
E01001353,Miscellaneous Crimes Against Society,0,0,-1,0,-1
E01001353,Possession of Weapons,0,0,0,0,0
E01001353,Public Order Offences,0,0,0,-1,1
E01001353,Robbery,0,0,0,-1,0
E01001353,Theft,0,1,-2,0,0
E01001353,Vehicle Offences,7,2,1,0,2
E01001353,Violence Against the Person,-2,0,0,2,3
E01001354,Arson and Criminal Damage,-1,1,-1,-1,-1
E01001354,Burglary,-1,-1,-2,-3,1
E01001354,Drug Offences,-1,0,0,2,-1
E01001354,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01001354,Public Order Offences,0,-1,1,-3,-2
E01001354,Robbery,0,0,1,-1,0
E01001354,Theft,-1,4,0,0,0
E01001354,Vehicle Offences,0,5,-2,2,-5
E01001354,Violence Against the Person,6,3,3,5,-3
E01001355,Arson and Criminal Damage,-1,-3,-2,-2,0
E01001355,Burglary,1,0,0,0,-1
E01001355,Drug Offences,1,-1,-6,0,1
E01001355,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01001355,Possession of Weapons,0,0,-2,1,0
E01001355,Public Order Offences,1,-2,-1,0,0
E01001355,Robbery,-3,0,-3,-2,-2
E01001355,Theft,-4,-5,-7,4,0
E01001355,Vehicle Offences,3,3,0,-5,-1
E01001355,Violence Against the Person,-2,-3,5,-8,-1
E01001356,Arson and Criminal Damage,2,-1,-2,1,1
E01001356,Burglary,0,1,-1,1,2
E01001356,Drug Offences,-2,0,-2,3,-1
E01001356,Miscellaneous Crimes Against Society,1,1,0,0,0
E01001356,Possession of Weapons,0,0,-1,1,0
E01001356,Public Order Offences,0,-3,-4,-1,1
E01001356,Robbery,0,-1,0,0,0
E01001356,Theft,2,0,-1,-2,-1
E01001356,Vehicle Offences,-2,2,0,1,2
E01001356,Violence Against the Person,-1,0,2,10,-1
E01001357,Arson and Criminal Damage,1,1,-2,1,-1
E01001357,Burglary,0,1,-2,3,-3
E01001357,Drug Offences,1,-1,-2,1,-1
E01001357,Miscellaneous Crimes Against Society,0,0,0,0,0
E01001357,Possession of Weapons,0,0,0,-1,0
E01001357,Public Order Offences,1,-1,-1,0,0
E01001357,Robbery,0,0,0,1,0
E01001357,Theft,2,1,-2,-1,2
E01001357,Vehicle Offences,5,2,-4,-1,0
E01001357,Violence Against the Person,-1,1,-1,2,-5
E01001358,Arson and Criminal Damage,1,0,-2,1,0
E01001358,Burglary,0,-1,1,2,1
E01001358,Drug Offences,-1,1,0,1,0
E01001358,Miscellaneous Crimes Against Society,1,0,0,0,1
E01001358,Possession of Weapons,0,0,-1,-1,1
E01001358,Public Order Offences,-1,-1,1,-1,0
E01001358,Robbery,0,0,0,0,-1
E01001358,Theft,3,-3,-3,0,-3
E01001358,Vehicle Offences,1,0,1,1,0
E01001358,Violence Against the Person,-1,-2,2,2,-1
E01001359,Arson and Criminal Damage,-1,1,2,-1,2
E01001359,Burglary,0,0,0,-1,-1
E01001359,Drug Offences,8,1,0,3,1
E01001359,Miscellaneous Crimes Against Society,0,-1,0,1,0
E01001359,Possession of Weapons,0,-1,0,-1,0
E01001359,Public Order Offences,0,0,3,-1,2
E01001359,Robbery,-3,-1,0,-1,2
E01001359,Theft,-2,2,-4,-1,-3
E01001359,Vehicle Offences,-2,-4,1,0,0
E01001359,Violence Against the Person,0,5,-5,-2,-1
E01001360,Arson and Criminal Damage,-1,-1,-1,-3,1
E01001360,Burglary,0,1,0,0,-1
E01001360,Drug Offences,1,0,0,0,0
E01001360,Possession of Weapons,0,0,0,0,0
E01001360,Public Order Offences,0,0,0,0,0
E01001360,Robbery,-2,-2,-2,0,-1
E01001360,Theft,-1,0,0,-1,-1
